Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,State
141,0,83.2,190.6,150.5,10.7,1,0,0,74,104,79,7,0
29,37,235.0,183.3,139.8,5.7,2,0,1,101,79,106,7,35
37,20,264.7,216.5,210.7,10.4,0,0,0,81,110,102,7,23
127,28,95.9,159.5,152.8,10.4,1,0,1,117,131,132,3,50
78,0,140.7,195.2,252.9,11.7,0,0,0,77,114,107,5,47
55,0,119.7,231.8,222.3,4.6,2,0,0,148,96,113,2,32
86,30,99.9,263.5,254.7,9.8,2,0,0,84,125,90,7,45
176,0,250.9,171.4,148.6,9.6,2,0,0,108,100,85,6,39
96,0,200.6,289.5,98.3,11.2,2,0,1,117,120,95,5,1
11,38,209.8,196.6,233.0,7.0,1,0,0,130,84,79,7,49
48,34,198.0,273.7,217.9,7.6,1,0,0,70,121,71,4,49
127,0,239.8,128.9,249.9,11.3,1,0,0,107,121,110,5,31
63,0,164.5,147.9,252.7,11.2,0,0,0,75,118,97,2,42
79,0,220.9,192.2,161.0,12.2,1,0,0,107,97,74,2,22
47,37,112.8,243.9,178.7,13.2,2,0,0,150,97,112,6,44
89,19,112.6,261.7,123.5,11.1,0,1,1,114,132,116,2,14
83,26,226.4,234.7,133.6,10.8,1,0,0,117,97,82,7,22
60,0,203.2,235.8,224.9,15.1,2,0,0,99,131,112,6,28
122,0,136.7,243.1,188.9,8.6,0,0,0,115,137,110,4,46
136,0,152.6,208.9,119.1,5.0,1,0,0,97,85,99,10,47
172,47,274.9,186.6,245.0,8.8,1,0,0,102,118,123,2,27
102,0,195.7,209.1,201.1,8.3,1,1,0,116,87,73,3,21
113,0,204.3,188.8,139.4,9.2,1,0,1,82,115,97,7,41
79,0,222.3,146.2,275.6,8.9,3,0,0,99,82,82,4,49
111,28,128.8,157.3,147.4,10.3,2,0,0,104,52,76,2,18
160,0,174.3,171.3,220.8,8.3,0,0,0,105,107,131,2,10
93,0,114.3,221.1,126.3,10.9,0,0,0,100,103,88,9,33
101,33,219.7,186.8,184.5,9.5,2,0,0,137,94,113,2,15
77,0,144.9,151.3,252.4,12.3,2,0,0,136,115,73,3,45
105,40,236.5,117.0,221.1,8.1,2,0,0,111,110,115,3,44
133,44,174.0,209.4,224.1,14.1,2,1,0,80,113,87,7,44
131,0,109.5,332.1,258.6,6.6,1,0,0,95,48,108,7,24
106,33,81.6,235.6,150.9,9.9,1,0,0,120,85,113,4,6
118,0,133.4,121.0,254.7,5.9,1,0,0,113,92,129,4,11
125,0,137.1,209.8,238.4,8.6,1,0,0,94,83,114,4,20
95,0,197.0,190.4,211.9,16.1,0,0,0,88,68,104,8,45
37,0,199.5,207.5,83.9,8.1,2,0,0,107,110,123,4,5
87,0,156.8,215.8,223.3,7.6,1,0,0,93,68,77,6,13
69,0,183.4,237.6,228.0,9.0,3,0,0,85,100,94,5,1
83,0,132.4,121.6,197.7,8.6,1,0,0,120,101,84,2,5
195,0,63.2,220.2,184.0,5.1,0,0,0,108,88,99,3,44
67,35,181.1,215.9,216.3,16.9,0,1,1,59,116,106,4,8
75,27,117.5,206.8,194.4,4.2,3,0,0,102,127,114,7,35
123,27,218.7,163.4,173.8,15.0,0,0,0,79,78,116,1,39
41,41,207.3,137.3,115.7,5.9,1,0,0,95,120,74,3,9
75,0,150.6,301.5,158.7,8.1,0,0,0,99,83,104,5,35
76,0,273.3,263.6,165.2,12.0,1,1,1,66,121,84,7,20
86,0,266.1,182.0,206.5,10.3,1,0,1,120,92,103,4,14
140,0,112.8,156.7,249.6,16.3,0,0,0,89,65,85,6,38
70,0,104.7,82.2,169.4,15.8,3,0,0,112,104,110,7,3
121,35,193.8,197.6,218.8,5.9,0,0,0,62,97,95,4,30
112,0,168.6,298.0,194.7,9.8,1,0,0,102,117,110,5,39
118,0,253.2,201.0,195.3,9.7,2,0,0,122,78,108,7,11
66,16,174.7,232.1,305.4,8.9,1,0,0,92,105,98,2,31
78,0,87.0,193.6,205.8,11.0,0,0,0,102,64,120,5,48
129,34,204.5,132.8,190.1,14.8,2,0,0,79,113,117,9,20
6,0,226.5,152.1,164.4,9.4,3,0,0,93,122,98,4,37
107,0,234.1,163.1,282.5,10.0,1,0,1,91,105,100,3,33
107,0,133.3,182.9,241.1,12.9,3,1,1,106,89,123,2,2
138,0,133.9,166.4,193.5,15.4,1,0,0,87,110,139,3,26
103,0,160.2,138.9,312.5,9.7,0,0,0,104,70,97,2,6
116,44,230.6,224.1,244.0,11.1,0,0,0,94,103,76,2,44
189,0,227.4,176.0,206.1,6.3,2,0,0,84,81,120,4,10
161,0,72.8,267.1,222.5,11.8,2,0,0,120,120,91,2,33
1,0,196.1,296.5,211.5,7.0,1,0,0,107,82,91,2,42
89,0,197.1,165.9,227.3,12.8,1,0,0,110,115,106,3,8
64,0,219.6,303.3,154.5,9.7,1,0,0,126,100,65,5,34
129,0,216.0,186.9,210.7,4.9,2,0,0,85,114,109,10,12
128,32,222.9,262.0,191.4,10.8,0,0,0,136,80,101,4,46
81,36,115.9,236.6,255.0,11.7,3,0,0,120,95,90,6,18
114,0,189.8,147.7,172.7,10.6,1,0,0,101,80,121,5,26
50,0,154.7,298.0,210.2,11.1,0,0,0,102,108,95,3,30
86,0,136.4,202.5,230.7,11.5,3,0,0,104,110,86,1,49
96,0,170.5,277.5,162.5,12.2,1,0,0,86,88,117,6,13
72,0,272.4,107.9,185.5,12.7,0,0,0,88,125,81,2,3
57,17,236.5,163.1,236.7,12.2,2,0,1,94,94,117,3,49
65,0,153.9,220.1,280.5,8.5,2,0,0,117,122,147,3,35
163,0,223.0,227.0,188.3,8.8,1,0,0,120,98,125,5,20
136,0,252.4,167.9,248.3,10.7,2,0,0,74,81,110,3,20
116,0,197.9,168.1,239.8,12.0,1,0,0,84,113,145,6,23
93,0,152.4,274.6,252.2,6.6,3,0,0,74,88,120,5,29
142,40,237.4,175.9,210.3,9.2,3,0,0,105,93,110,3,23
92,0,265.6,180.7,211.1,8.6,1,0,0,82,75,113,2,34
70,0,197.3,305.8,171.0,6.7,1,0,0,91,81,105,6,11
37,0,233.7,207.9,212.7,12.0,2,0,0,114,109,101,2,33
51,0,183.1,160.1,311.8,7.0,1,0,0,99,107,121,3,19
174,0,139.4,143.4,225.2,10.0,2,0,0,96,108,107,5,30
68,0,213.9,260.5,233.8,8.4,1,1,0,112,100,97,3,44
130,0,207.1,200.1,194.2,12.4,1,0,0,70,115,100,2,9
104,0,139.7,202.6,203.6,11.3,2,0,0,78,119,102,5,47
134,0,177.2,228.7,194.3,8.9,2,0,0,91,105,113,3,6
108,35,169.8,173.7,214.6,9.5,2,0,0,136,101,105,7,17
103,0,173.5,244.3,221.6,9.7,3,0,0,83,65,66,2,32
62,0,159.9,172.2,263.2,5.6,1,0,0,100,99,109,4,28
162,0,115.1,196.8,212.4,11.4,2,0,0,89,111,98,3,33
93,19,136.8,179.5,71.1,12.5,2,0,0,113,105,95,3,4
42,0,92.2,211.2,129.1,13.1,1,0,0,108,120,73,6,13
36,0,117.1,235.4,221.3,9.0,0,0,0,94,117,108,2,12
143,0,223.3,167.1,203.0,4.5,0,1,0,99,128,84,4,35
197,0,154.8,171.5,227.3,10.6,3,0,0,111,102,86,2,31
81,0,261.4,215.7,271.8,8.0,1,1,0,141,102,96,6,12
103,18,149.9,170.9,171.5,11.5,0,1,0,84,84,112,7,4
127,0,242.2,226.1,252.0,13.9,2,1,1,102,80,96,5,50
136,0,259.4,172.7,293.7,10.7,1,1,0,99,125,78,6,37
99,0,222.4,185.8,237.7,12.0,2,0,0,102,89,81,8,21
95,0,69.4,190.8,219.9,8.9,0,0,0,79,109,102,5,2
128,0,245.2,101.5,152.3,10.7,0,0,1,112,101,116,5,38
117,0,102.3,135.2,199.7,15.7,3,0,0,100,104,93,10,11
48,36,230.9,167.6,270.0,7.6,3,0,0,92,121,87,4,26
81,0,227.4,211.5,258.2,11.9,0,0,1,105,120,113,3,7
57,0,192.8,158.0,235.5,12.7,1,0,0,68,86,105,6,2
140,0,162.6,206.2,141.6,8.2,1,0,0,98,109,66,2,25
107,38,219.4,180.5,104.1,11.0,2,0,0,92,73,91,1,35
56,0,137.2,165.9,182.3,14.3,1,0,0,111,119,72,4,24
159,0,87.7,278.2,170.6,10.5,1,0,0,103,97,93,10,43
102,0,271.1,172.0,169.2,10.3,1,0,0,80,133,105,5,20
107,0,103.4,189.3,227.2,14.4,1,0,0,94,125,125,3,6
106,0,52.2,220.1,112.3,11.4,2,0,0,106,113,95,2,40
75,0,147.5,191.7,135.0,16.4,2,0,0,110,97,68,3,41
86,0,217.8,214.7,228.7,11.3,0,0,0,93,95,70,7,5
169,0,235.7,136.9,220.9,13.3,1,0,0,79,85,97,10,13
122,22,204.5,139.6,205.0,8.6,2,0,0,92,121,103,5,3
106,0,178.4,247.0,259.9,9.6,0,0,0,143,123,105,2,9
52,32,130.1,247.2,289.4,13.5,2,0,0,68,77,87,5,23
79,34,103.7,236.3,256.6,14.8,2,0,0,100,78,102,4,8
135,0,239.9,177.1,217.2,5.9,2,0,0,91,104,118,3,22
70,0,148.4,267.1,151.5,8.9,0,0,0,110,90,101,4,25
80,0,148.6,210.8,203.7,10.0,2,0,0,106,65,86,2,19
37,0,191.1,129.2,207.5,12.9,0,0,0,69,113,117,1,4
161,39,218.5,112.7,205.1,7.3,1,0,0,76,94,121,4,23
123,0,128.7,117.6,198.4,10.8,0,0,0,126,94,132,5,6
80,38,236.6,197.5,209.5,9.5,2,0,0,69,68,102,10,49
105,27,141.2,167.7,274.4,11.4,1,0,0,96,94,101,2,29
73,31,194.4,176.0,230.1,11.5,0,0,0,104,84,110,3,27
112,0,167.6,154.5,281.4,17.3,2,0,0,100,90,107,3,29
179,0,234.5,164.2,191.4,6.1,1,0,0,134,94,72,4,14
57,0,154.2,196.7,253.5,10.1,1,0,0,78,85,97,9,19
127,14,143.2,169.9,221.6,11.6,1,0,0,99,91,77,1,3
122,40,216.4,249.7,185.9,12.7,1,0,1,80,90,99,4,41
33,35,161.9,151.2,191.0,8.5,1,0,0,85,82,131,2,26
94,0,118.7,205.1,172.2,10.4,3,0,0,90,57,100,6,46
100,0,179.1,196.6,186.7,10.2,1,0,0,123,132,116,10,44
106,0,147.9,209.3,162.1,8.8,2,0,0,97,99,80,5,11
148,38,209.2,116.6,109.6,16.5,2,0,0,110,73,105,4,7
120,29,244.3,322.3,166.8,10.6,0,0,0,140,89,83,6,48
86,0,150.5,120.3,271.2,9.0,1,0,0,92,95,96,2,47
78,25,197.4,295.7,211.7,13.2,0,0,0,73,113,73,2,41
94,0,163.5,143.7,253.4,12.6,1,0,0,136,111,82,5,26
85,0,236.9,197.7,309.1,11.4,2,1,0,93,113,78,7,31
89,0,82.3,167.2,194.7,7.2,1,0,0,77,80,70,4,6
128,0,216.0,153.7,227.0,12.7,1,0,0,111,115,74,4,45
115,0,180.0,198.8,217.1,12.4,1,0,1,119,126,70,3,27
76,0,143.7,173.1,239.1,5.8,1,0,0,55,108,95,6,0
75,39,198.2,280.4,129.6,11.3,1,0,0,107,132,73,7,20
90,29,185.6,219.7,152.1,11.1,2,0,0,106,113,120,5,14
30,0,137.6,162.0,187.7,5.8,3,0,0,108,80,126,10,6
105,0,273.9,278.6,255.3,10.9,1,1,1,119,103,90,7,16
102,31,125.3,141.2,168.2,6.3,3,0,0,92,108,68,2,19
83,0,178.8,167.9,178.9,8.6,3,0,0,102,84,65,4,31
63,49,214.9,198.2,170.8,8.2,0,0,0,86,89,139,5,2
155,0,163.0,203.9,159.0,15.1,2,0,0,93,102,109,4,25
82,29,163.8,134.9,79.3,8.8,2,0,0,77,112,95,2,28
87,0,189.5,204.9,221.7,13.4,1,0,0,113,100,93,3,15
115,26,155.2,230.9,261.6,4.5,0,0,0,110,133,100,4,22
121,44,254.1,180.2,196.2,8.7,3,0,1,127,108,129,4,46
54,33,112.0,208.0,150.3,11.3,2,0,0,90,112,83,4,49
105,0,115.5,267.3,114.2,13.3,3,0,0,73,83,90,5,21
73,0,137.1,210.8,191.4,11.1,1,0,0,102,114,120,4,12
95,0,198.4,235.9,325.6,10.1,0,0,0,113,144,99,3,6
21,19,132.7,204.6,154.7,12.9,3,0,0,94,101,78,7,32
163,25,219.6,210.4,242.7,13.8,2,0,0,99,99,88,8,37
57,0,169.6,234.7,285.4,11.2,0,0,0,96,112,83,4,46
83,20,95.0,167.9,200.6,11.2,0,0,0,89,92,79,2,39
141,0,160.1,256.7,270.0,7.0,2,0,0,87,120,107,1,32
95,0,194.6,232.8,173.4,3.8,3,0,0,114,106,92,2,1
184,0,236.4,287.3,192.0,13.8,1,1,0,73,120,94,4,26
67,0,179.8,173.2,272.8,10.9,0,0,0,125,86,97,4,42
104,0,148.2,161.8,259.3,11.0,0,0,1,108,113,103,4,13
71,39,183.2,209.4,172.4,11.9,1,0,0,103,111,109,6,43
154,35,224.0,192.0,163.1,9.6,0,0,0,102,99,100,2,28
117,0,184.8,248.6,133.1,9.6,1,0,0,83,101,113,8,16
130,0,176.3,201.0,161.9,11.3,1,0,0,140,104,123,5,21
73,0,241.7,168.5,169.8,11.1,2,0,0,115,133,122,2,39
100,38,224.7,294.0,290.0,9.8,0,0,0,121,131,61,6,48
149,0,207.3,198.4,114.1,8.6,1,0,0,115,82,83,4,27
29,0,196.8,168.0,132.6,12.7,2,0,0,81,110,98,7,35
131,0,110.9,115.6,190.5,15.8,1,0,0,74,90,114,9,50
153,0,122.5,273.3,197.8,8.0,2,0,0,145,103,71,3,31
84,0,226.9,201.6,130.2,13.2,2,0,0,144,122,121,5,28
133,0,187.0,141.4,238.2,10.0,2,0,0,65,128,108,8,48
112,0,170.5,193.2,188.0,11.2,0,0,0,113,129,91,6,17
87,0,204.8,161.0,285.7,9.5,0,0,0,101,80,89,3,34
72,0,165.9,235.9,210.1,12.0,2,0,0,114,97,120,5,24
65,29,158.1,322.2,210.0,8.9,1,0,0,104,81,96,6,23
74,0,225.2,215.1,241.8,9.1,2,0,0,93,120,95,2,5
68,0,172.7,139.1,174.3,11.7,2,0,0,95,90,99,1,2
68,0,222.8,175.8,202.0,11.0,3,0,0,99,85,111,3,42
54,0,214.1,240.5,188.9,10.1,1,0,1,77,94,75,3,8
99,0,54.8,173.0,195.1,7.5,1,0,0,92,103,125,3,42
107,0,134.0,174.5,311.1,7.3,3,0,0,104,94,79,3,48
124,0,184.8,175.1,158.2,10.5,1,0,0,74,84,95,6,49
95,36,283.1,286.2,261.7,11.3,3,0,0,112,86,129,3,6
173,0,291.8,214.3,151.2,9.9,0,1,0,143,134,119,2,23
110,0,222.7,105.8,214.8,13.5,1,0,0,94,98,78,4,24
102,0,174.5,236.8,270.4,8.5,0,0,0,79,136,110,5,45
130,0,68.4,193.3,171.5,10.4,0,0,0,86,110,139,4,30
91,31,273.0,215.5,104.7,9.6,1,0,0,78,98,114,2,36
64,0,225.3,108.2,139.6,17.3,1,1,1,134,87,132,9,6
176,23,283.2,162.6,177.7,7.2,1,0,0,130,74,104,6,42
93,0,131.4,219.7,155.7,11.1,1,1,1,78,106,103,2,20
84,12,89.7,138.6,165.8,10.7,1,0,0,87,73,114,2,48
138,0,127.1,247.7,207.7,5.0,3,0,0,102,106,75,3,41
101,28,105.9,231.7,281.3,10.7,1,0,0,132,107,120,5,28
111,0,191.3,138.5,246.0,6.4,2,0,0,80,94,107,3,44
132,36,201.9,156.3,131.3,13.7,0,0,0,93,75,92,5,19
128,0,247.3,182.7,143.2,14.7,3,0,0,91,60,112,2,41
92,38,242.2,159.7,210.0,8.9,1,0,0,96,144,108,1,1
191,0,162.0,241.2,210.4,10.9,1,0,0,104,120,83,7,49
99,33,179.1,238.3,165.7,10.6,2,0,0,93,102,96,1,40
106,31,197.4,123.4,115.6,12.3,3,0,0,125,110,101,4,9
88,0,148.2,308.7,235.4,6.4,2,0,0,82,67,79,4,17
78,0,193.1,172.1,129.6,10.2,0,0,0,85,105,119,1,44
98,0,171.7,174.8,189.6,7.8,1,0,0,99,87,130,6,34
17,35,198.5,270.6,209.9,8.1,1,0,0,123,74,130,10,25
56,24,121.7,184.0,266.6,12.7,1,0,0,87,76,98,3,30
84,0,130.2,278.0,305.4,14.0,2,0,0,105,60,74,6,45
95,0,203.4,168.6,173.0,13.7,2,0,0,96,61,105,3,46
76,0,241.0,231.8,220.2,9.9,1,1,1,120,96,67,1,33
93,0,141.7,221.0,227.1,10.2,0,0,0,95,100,71,3,49
83,0,134.8,167.2,161.5,7.7,2,0,0,96,78,123,5,47
123,0,163.1,249.4,168.2,9.0,1,0,0,119,51,77,10,16
64,0,145.5,228.4,273.4,8.9,1,0,0,116,110,91,8,46
107,0,194.5,186.3,178.3,12.7,2,0,0,97,131,106,1,10
110,0,131.9,272.7,192.8,7.1,1,0,0,93,106,105,4,5
96,29,150.0,159.4,228.1,8.5,1,0,0,91,75,55,3,0
47,30,196.6,241.4,226.0,12.9,2,0,0,93,140,118,4,42
115,0,99.7,145.1,149.4,14.1,2,0,0,107,96,99,4,17
69,0,143.6,141.8,194.0,10.8,3,0,0,88,86,83,5,38
163,40,231.9,211.8,268.5,12.3,2,0,0,56,91,74,3,6
98,0,72.8,186.4,175.3,10.5,3,0,0,107,103,110,4,23
90,39,94.8,219.1,197.4,11.4,1,0,0,89,91,65,5,50
174,15,221.8,210.6,221.8,12.4,1,0,0,143,115,109,9,38
95,0,269.0,233.7,179.3,7.3,2,1,0,120,120,61,4,37
79,0,268.3,185.5,264.6,6.3,1,1,0,114,111,88,7,38
123,27,198.7,249.0,173.2,12.5,1,0,0,127,105,124,5,36
114,0,202.1,195.7,291.8,13.3,2,0,0,100,102,120,5,13
141,0,215.6,200.6,153.8,12.4,1,0,0,113,81,107,6,38
132,0,169.9,209.4,206.1,11.5,1,0,0,107,121,79,2,32
133,0,201.7,169.4,286.3,6.0,0,0,0,85,116,80,4,9
93,32,218.7,115.0,192.7,9.4,2,0,0,117,61,85,5,46
34,0,293.7,272.5,178.2,11.0,2,1,0,89,71,76,10,19
96,26,175.8,206.6,178.0,11.1,2,0,0,96,84,105,2,8
144,0,278.5,240.7,120.0,11.6,1,1,0,95,90,90,5,9
24,29,236.3,190.8,129.0,7.2,3,0,0,105,114,105,2,13
96,0,197.7,250.5,181.2,10.5,3,0,0,68,53,67,3,33
146,0,169.5,230.9,269.8,9.0,2,0,0,93,71,115,7,35
138,17,225.2,173.4,145.8,11.7,0,0,1,116,88,99,4,13
99,0,200.0,107.9,233.7,11.4,3,0,0,66,104,82,2,29
83,36,95.9,261.6,228.6,13.3,0,0,0,87,105,109,4,27
36,25,152.8,242.8,147.4,9.1,1,0,0,110,67,74,2,21
70,0,129.9,208.7,231.4,14.3,1,0,0,102,133,93,3,22
109,0,268.4,150.6,297.9,9.7,2,1,1,85,131,84,8,3
100,0,188.5,148.3,179.8,15.2,2,0,0,152,115,88,5,3
104,0,170.6,162.1,210.7,6.1,1,0,0,97,111,131,1,11
106,0,191.4,200.7,230.1,8.2,1,0,0,124,116,76,3,31
84,0,75.3,179.9,193.8,12.3,1,0,0,96,113,134,1,25
80,0,149.8,276.3,241.4,10.9,2,0,0,123,75,75,7,19
100,0,115.9,111.3,170.2,7.1,1,0,0,87,56,77,4,40
99,0,128.8,203.9,282.6,14.1,2,0,0,86,105,131,4,23
50,0,131.7,216.5,196.1,11.0,1,0,0,108,103,126,5,49
111,36,96.8,170.6,166.0,13.4,2,0,0,123,105,85,4,25
70,0,232.8,303.4,255.6,12.9,0,1,0,95,111,104,7,43
97,43,121.1,260.2,222.4,8.3,3,0,0,105,115,100,5,11
130,0,124.3,270.7,239.5,3.5,0,0,0,70,99,83,6,47
92,0,157.7,298.6,216.9,13.8,1,0,0,101,100,99,3,48
119,0,124.3,207.1,157.4,14.8,0,0,0,68,88,93,1,5
115,0,286.4,205.7,191.4,6.9,1,1,0,125,74,141,6,33
134,0,141.7,205.6,218.5,8.8,0,0,0,95,101,60,6,39
127,25,173.0,245.8,300.0,4.8,0,0,0,91,64,99,3,45
80,0,268.7,301.0,167.0,5.8,2,1,0,120,147,140,1,31
153,31,218.5,134.2,118.9,9.4,0,0,0,130,103,105,6,28
85,0,255.3,194.6,276.6,3.7,3,0,0,114,83,78,5,23
35,0,260.8,258.1,131.3,5.8,1,0,0,87,78,123,2,28
120,26,239.4,259.4,238.0,7.7,0,0,0,94,88,132,3,48
68,0,226.7,168.4,188.7,10.2,0,0,0,94,129,117,1,23
60,0,179.3,208.9,248.2,13.5,1,1,0,147,89,98,6,7
120,0,158.0,197.0,154.9,10.0,1,0,0,110,103,132,5,16
124,0,157.4,167.8,188.8,8.8,3,0,0,107,112,102,3,49
23,0,113.1,168.8,262.9,6.9,1,1,0,74,95,126,2,21
181,0,161.3,124.4,262.0,14.1,0,1,1,83,83,98,3,34
63,0,142.5,208.3,228.9,7.5,2,0,0,92,102,120,2,46
54,0,190.5,259.7,141.5,9.7,2,1,1,108,108,111,2,27
80,15,159.3,170.6,141.2,11.9,1,0,1,110,120,82,5,24
118,39,153.8,123.3,117.8,9.2,1,0,1,106,111,103,6,27
42,0,180.7,174.6,165.3,12.0,2,0,1,127,94,114,6,31
134,0,202.7,224.9,253.9,12.1,0,0,0,105,90,108,7,35
66,35,190.8,261.3,209.5,8.9,0,0,0,100,93,108,6,43
66,0,205.1,232.7,259.9,9.2,2,0,0,102,109,95,6,47
127,28,235.6,236.8,241.2,7.7,1,0,0,124,113,127,2,42
146,0,189.3,155.9,186.0,7.4,0,0,0,77,128,83,3,11
93,42,166.9,273.2,171.0,11.5,1,0,0,101,84,106,1,50
77,0,245.2,254.1,239.4,7.5,0,1,0,87,83,91,4,6
125,0,182.3,139.8,171.6,11.6,2,0,0,64,121,96,7,31
115,14,192.3,88.7,229.4,10.5,2,0,0,86,90,120,3,1
115,0,122.0,220.2,179.7,10.8,2,1,1,110,100,124,2,23
114,0,193.0,250.0,133.3,9.6,2,0,0,101,81,79,2,27
106,0,158.6,220.0,252.9,9.1,0,0,0,112,114,106,3,35
118,39,91.5,219.9,229.0,12.7,2,0,0,125,113,99,8,28
59,0,153.6,205.5,114.5,12.5,1,0,0,92,88,89,10,5
87,40,221.6,157.1,222.4,11.5,1,0,1,79,74,124,3,28
21,0,244.7,168.0,281.5,6.6,1,0,0,81,117,87,1,34
142,24,239.8,285.9,256.7,9.5,0,0,0,103,65,106,4,48
62,0,172.4,230.5,228.2,11.0,0,0,0,132,100,109,5,50
149,0,242.5,245.4,219.6,10.0,3,1,0,83,97,80,3,37
54,39,117.6,159.2,236.4,11.3,2,0,0,82,60,113,10,5
112,0,174.5,259.3,170.5,11.3,1,0,0,127,71,120,7,18
68,0,157.3,220.9,218.9,12.0,1,0,0,83,85,129,7,1
201,21,192.0,239.1,116.1,15.1,1,0,0,97,81,125,3,43
88,0,218.2,169.3,141.1,8.0,1,0,0,76,60,99,1,38
85,29,144.6,140.0,165.4,10.9,1,0,0,97,102,148,3,14
51,0,153.6,232.9,214.2,14.1,0,1,1,108,85,92,4,8
45,29,135.8,222.5,235.6,7.9,2,0,0,104,101,92,6,24
116,0,160.7,146.8,287.8,8.2,0,0,0,69,106,144,5,2
146,31,202.5,241.4,169.6,7.8,1,0,0,91,108,77,2,35
63,34,152.2,227.1,195.7,12.3,1,0,0,119,91,103,5,48
133,0,227.4,73.2,114.3,4.7,0,0,0,90,135,99,7,10
125,0,191.6,205.6,210.2,9.2,2,0,0,115,108,123,3,17
72,0,138.9,211.6,179.5,10.8,1,0,0,111,102,91,3,35
130,0,127.0,206.9,231.7,6.1,0,0,0,102,107,99,6,42
97,0,168.6,259.2,279.8,7.3,1,0,0,87,105,123,4,41
54,0,286.6,223.2,203.7,11.5,1,1,0,73,108,107,5,34
160,29,164.6,262.8,123.8,15.2,1,0,0,121,108,131,4,10
79,0,144.0,135.8,212.4,13.0,1,0,0,90,91,129,4,43
59,0,204.3,247.3,214.7,12.0,1,0,0,65,123,94,4,22
132,0,163.2,167.6,87.5,6.2,1,0,0,80,90,90,10,28
21,0,225.0,244.2,221.2,10.7,0,0,0,110,111,93,4,29
93,0,176.1,199.7,263.9,8.5,2,0,0,103,130,96,6,41
101,0,174.9,262.0,210.0,8.5,1,0,0,105,75,93,5,0
125,0,187.3,160.7,263.8,9.6,0,1,1,118,111,112,2,6
63,0,211.8,230.9,217.1,10.7,3,0,0,84,137,99,9,5
107,0,241.9,126.9,185.6,11.7,0,0,0,102,117,92,6,20
110,0,196.1,199.7,135.9,12.9,3,0,0,103,123,71,1,28
83,0,231.3,210.4,217.4,12.4,3,0,0,100,84,106,2,30
117,0,161.6,196.3,294.8,13.8,1,0,0,104,119,111,2,23
115,0,109.7,223.8,240.3,15.4,3,0,0,148,87,96,8,30
156,0,277.0,238.3,94.4,8.3,1,0,1,119,106,96,3,5
89,0,192.1,163.6,169.7,6.1,0,0,0,83,88,138,3,17
72,0,198.4,216.9,112.8,13.1,0,0,0,147,121,125,4,17
101,42,209.2,159.7,181.6,9.5,0,0,0,82,74,100,3,15
116,0,167.8,142.0,190.7,7.3,2,0,0,119,123,128,4,41
78,0,139.2,191.4,286.5,11.8,3,0,0,140,113,125,3,8
117,17,221.3,167.6,262.7,4.4,0,0,0,82,100,87,4,37
56,0,121.6,165.3,243.9,8.9,1,0,0,84,115,95,2,29
123,39,270.4,245.1,108.9,15.4,1,0,0,99,110,113,7,35
127,0,139.6,240.9,127.1,8.8,2,0,0,94,112,88,4,35
116,23,253.0,138.9,277.8,11.8,2,0,0,78,121,104,3,2
138,26,183.9,240.7,185.7,15.0,1,0,0,83,93,125,3,16
120,0,203.3,259.9,115.9,7.8,3,0,0,108,66,103,2,43
102,0,200.6,152.5,199.4,7.7,3,0,0,106,127,128,2,48
95,0,167.6,176.0,250.9,13.4,2,0,0,96,89,113,6,37
102,0,156.5,204.3,141.9,9.9,2,0,0,67,103,72,2,45
89,25,215.1,197.4,162.1,10.6,1,0,0,140,69,117,10,2
50,0,301.7,167.1,72.2,10.5,1,0,0,82,118,89,6,6
70,0,208.7,275.5,182.5,8.0,2,0,0,97,83,122,3,14
138,29,190.1,223.2,256.2,14.2,0,0,0,87,123,130,6,24
112,17,183.2,252.8,156.7,9.7,0,0,0,95,125,95,3,19
117,0,54.2,303.2,171.8,8.6,1,1,1,100,84,84,2,30
1,26,208.0,185.0,177.7,8.1,1,0,0,115,113,144,9,12
70,0,230.3,77.9,247.1,13.2,1,0,0,110,87,105,4,1
87,22,240.8,75.9,224.6,7.1,2,0,0,102,106,115,3,37
52,21,195.7,106.2,157.4,5.3,2,0,0,119,95,94,3,49
97,0,276.1,201.1,231.3,8.9,0,1,0,82,106,73,4,47
105,0,166.1,175.9,243.5,16.2,2,0,0,93,106,55,3,33
80,0,189.1,223.2,269.0,13.9,2,1,1,122,92,116,3,27
120,43,177.9,175.1,161.3,11.5,1,0,0,117,70,117,4,30
54,39,143.9,210.3,129.2,12.5,2,0,0,73,117,117,8,50
148,0,148.2,159.6,197.4,8.6,2,0,1,138,123,62,3,9
119,0,287.1,159.3,216.8,13.9,2,1,0,115,99,86,1,38
162,26,179.7,218.1,212.3,9.3,1,1,0,144,129,105,8,27
101,25,144.1,167.6,240.0,14.5,1,0,0,144,105,107,3,16
172,0,172.5,253.1,221.6,5.9,0,0,0,85,71,113,6,17
80,0,199.8,167.1,271.8,5.5,1,0,0,138,91,94,4,8
67,0,109.1,142.3,91.2,10.9,2,0,0,134,76,86,5,48
107,0,222.3,286.0,249.4,12.1,1,1,0,101,111,117,4,32
133,0,245.8,264.7,111.7,11.2,0,0,0,102,90,103,7,8
116,0,164.6,270.6,230.4,8.0,0,0,0,110,103,109,3,14
